TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
11080,2267,1,6,1545,6.507,2,HBSHOP,4,97,2,3,MI,1,2,1,4,3,1,2,2,3,36,2,S,S,3000,750,PASSENGER
11081,2267,1,7,2100,8.746,2,HBSOCREC,4,97,2,3,MI,1,2,1,4,3,1,2,2,8,36,2,S,T,750,750,PASSENGER
11082,2267,1,8,2245,8.736,2,HBSOCREC,4,97,2,3,MI,1,2,1,4,3,1,2,2,8,36,2,T,S,750,750,PASSENGER
11083,2267,2,1,1400,0.309,2,NHB,4,97,2,3,MI,1,2,1,4,3,1,2,1,4,48,1,S,S,1500,1500,PASSENGER
11084,2267,2,2,1420,0.251,2,NHB,4,97,2,3,MI,1,2,1,4,3,1,2,1,4,48,1,S,S,1500,1500,PASSENGER
11085,2267,2,3,1630,4.53,2,HBW,4,97,2,3,MI,1,2,1,4,3,1,2,1,1,48,1,S,S,1500,750,PASSENGER
11086,2268,1,1,1830,0.64,2,HBSHOP,6,2,1,4,NY,0,9,1,3,2,1,5,2,3,65,1,S,S,3000,3000,WALK
11087,2268,1,2,1915,0.64,2,HBSHOP,6,2,1,4,NY,0,9,1,3,2,1,5,2,3,65,1,S,S,3000,3000,WALK
11088,2269,1,1,1030,0.319,2,HBO,3,2,1,3,NY,0,9,1,5,2,97,1,2,6,66,1,U,U,30000,30000,OTHER
11089,2269,1,2,1040,1.518,2,NHB,3,2,1,3,NY,0,9,1,5,2,97,1,2,3,66,1,U,U,30000,30000,RAIL
11090,2269,1,3,1200,1.137,2,HBSHOP,3,2,1,3,NY,0,9,1,5,2,97,1,2,3,66,1,U,U,30000,30000,RAIL
11091,2270,1,1,1000,1.599,2,HBO,1,2,1,2,NC,0,9,1,2,5,1,3,2,5,73,2,C,T,7000,750,PASSENGER
11092,2270,1,2,1200,6.625,2,NHB,1,2,1,2,NC,0,9,1,2,5,1,3,2,10,73,2,T,S,750,1500,PASSENGER
11093,2270,1,3,1430,5.081,2,HBSHOP,1,2,1,2,NC,0,9,1,2,5,1,3,2,10,73,2,S,C,1500,7000,PASSENGER
11094,2271,2,1,635,6.174,2,HBW,4,1,2,-8,TX,2,2,1,4,7,97,2,1,1,29,1,C,S,7000,750,PASSENGER
11095,2271,2,2,1630,6.477,2,HBW,4,1,2,-8,TX,2,2,1,4,7,97,2,1,1,29,1,S,C,750,7000,PASSENGER
11096,2272,1,1,1000,2.0,1,HBO,6,1,2,1,SC,0,2,1,3,5,2,2,2,10,65,1,S,S,3000,3000,WALK
11097,2272,1,2,1230,0.059,2,HBSOCREC,6,1,2,1,SC,0,2,1,3,5,2,2,2,8,65,1,S,S,3000,3000,WALK
11098,2272,1,3,1800,0.059,2,HBSOCREC,6,1,2,1,SC,0,2,1,3,5,2,2,2,8,65,1,S,S,3000,3000,WALK
11099,2273,1,1,1200,0.434,2,HBO,1,2,1,1,AZ,0,1,2,6,8,1,2,2,5,65,2,C,C,7000,7000,WALK
11100,2273,1,2,1300,0.434,2,HBO,1,2,1,1,AZ,0,1,2,6,8,1,2,2,5,65,2,C,C,7000,7000,WALK
11101,2274,1,1,1000,0.899,2,HBO,6,2,2,3,NY,0,10,1,5,2,1,1,2,11,65,1,U,U,30000,30000,RAIL
11102,2274,1,2,1030,0.337,2,NHB,6,2,2,3,NY,0,10,1,5,2,1,1,2,11,65,1,U,U,30000,30000,WALK
11103,2274,1,3,1110,1.471,2,HBO,6,2,2,3,NY,0,10,1,5,2,1,1,2,11,65,1,U,U,30000,30000,RAIL
11104,2274,1,4,1600,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,65,1,U,U,30000,30000,WALK
11105,2274,1,5,1625,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,65,1,U,U,30000,30000,WALK
11106,2274,1,6,1725,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,65,1,U,U,30000,30000,WALK
11107,2274,1,7,1745,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,65,1,U,U,30000,30000,WALK
11108,2274,2,1,950,0.899,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,RAIL
11109,2274,2,2,1030,0.337,2,NHB,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,WALK
11110,2274,2,3,1115,1.471,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,RAIL
11111,2274,2,4,1600,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,WALK
11112,2274,2,5,1620,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,WALK
11113,2274,2,6,1720,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,WALK
11114,2274,2,7,1745,0.148,2,HBSHOP,6,2,2,3,NY,0,10,1,5,2,1,1,2,3,60,2,U,U,30000,30000,WALK
11115,2275,1,1,1200,1.878,2,HBSHOP,7,1,4,4,NY,1,6,1,5,2,1,3,2,3,64,2,S,S,3000,7000,PASSENGER
11116,2275,1,2,1500,1.88,2,HBSHOP,7,1,4,4,NY,1,6,1,5,2,1,3,2,3,64,2,S,S,7000,3000,PASSENGER
11117,2275,2,1,1000,1.173,2,HBO,7,1,4,4,NY,1,6,1,5,2,1,2,1,4,62,1,S,S,3000,7000,WALK
11118,2275,2,2,1130,1.173,2,HBO,7,1,4,4,NY,1,6,1,5,2,1,2,1,4,62,1,S,S,7000,3000,WALK
11119,2275,4,1,1200,1.878,2,HBSHOP,7,1,4,4,NY,1,6,1,5,2,1,-1,-1,3,6,1,S,S,3000,7000,PASSENGER
11120,2275,4,2,1500,1.88,2,HBSHOP,7,1,4,4,NY,1,6,1,5,2,1,-1,-1,3,6,1,S,S,7000,3000,PASSENGER
11121,2276,1,1,1500,0.025,2,HBW,1,2,1,1,NY,1,1,4,6,2,97,2,1,1,52,1,R,R,50,50,WALK
11122,2276,1,2,2200,0.772,2,NHB,1,2,1,1,NY,1,1,4,6,2,97,2,1,3,52,1,R,R,50,300,PASSENGER
11123,2276,1,3,2220,0.753,2,HBSHOP,1,2,1,1,NY,1,1,4,6,2,97,2,1,1,52,1,R,R,300,50,PASSENGER
11124,2277,1,1,1150,4.275,2,HBO,5,2,1,1,HI,0,1,1,3,9,1,3,2,4,58,2,U,U,30000,3000,RAIL
11125,2277,1,2,1730,3.817,2,HBO,5,2,1,1,HI,0,1,1,3,9,1,3,2,4,58,2,U,U,3000,30000,RAIL
11126,2278,1,1,1000,4.346,2,HBSOCREC,6,1,1,3,GA,0,9,1,2,5,2,1,2,8,73,1,T,C,1500,3000,DRIVE
11127,2278,1,2,1300,4.366,2,HBSOCREC,6,1,1,3,GA,0,9,1,2,5,2,1,2,8,73,1,C,T,3000,1500,DRIVE
11128,2279,1,1,900,5.595,2,HBSHOP,6,2,1,1,NY,0,9,1,2,2,1,1,2,3,75,2,C,S,17000,750,RAIL
11129,2279,1,2,1400,5.595,2,HBSHOP,6,2,1,1,NY,0,9,1,2,2,1,1,2,3,75,2,S,C,750,17000,RAIL
11130,2280,1,1,1020,1.935,2,HBSHOP,4,1,1,3,SC,0,9,1,1,5,2,2,2,3,79,1,C,T,1500,300,RAIL
11131,2280,1,2,1135,1.935,2,HBSHOP,4,1,1,3,SC,0,9,1,1,5,2,2,2,3,79,1,T,C,300,1500,RAIL
11132,2281,1,1,1200,7.366,2,HBSHOP,6,2,1,1,GA,0,9,1,1,5,2,3,2,3,65,1,C,T,3000,300,RAIL
11133,2281,1,2,1445,7.362,2,HBSHOP,6,2,1,1,GA,0,9,1,1,5,2,3,2,3,65,1,T,C,300,3000,RAIL
11134,2282,2,1,950,0.299,2,HBO,5,2,4,1,TX,2,5,1,1,7,2,3,1,4,37,2,S,S,1500,1500,WALK
11135,2282,2,2,1020,2.295,2,NHB,5,2,4,1,TX,2,5,1,1,7,2,3,1,99,37,2,S,C,1500,3000,WALK
11136,2282,2,3,1530,2.184,2,HBO,5,2,4,1,TX,2,5,1,1,7,2,3,1,99,37,2,C,S,3000,1500,WALK
11137,2282,3,1,900,0.249,2,HBO,5,2,4,1,TX,2,5,1,1,7,2,-1,-1,5,9,1,S,S,1500,1500,WALK
11138,2282,3,2,1500,0.249,2,HBO,5,2,4,1,TX,2,5,1,1,7,2,-1,-1,5,9,1,S,S,1500,1500,WALK
11139,2282,4,1,905,0.299,2,HBO,5,2,4,1,TX,2,5,1,1,7,2,-1,-1,5,13,2,S,S,1500,1500,WALK
11140,2282,4,2,1505,0.299,2,HBO,5,2,4,1,TX,2,5,1,1,7,2,-1,-1,5,13,2,S,S,1500,1500,WALK
11141,2283,1,1,1200,3.459,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,5,4,1,10,47,2,U,U,17000,17000,PASSENGER
11142,2283,1,2,1330,3.967,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,5,4,1,10,47,2,U,U,17000,17000,PASSENGER
11143,2283,1,3,1500,2.396,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,5,4,1,3,47,2,U,U,17000,17000,PASSENGER
11144,2283,1,4,1531,2.159,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,5,4,1,3,47,2,U,U,17000,17000,PASSENGER
11145,2283,1,5,1850,4.961,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,5,4,1,10,47,2,U,U,17000,17000,PASSENGER
11146,2283,1,6,2130,5.476,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,5,4,1,10,47,2,U,U,17000,17000,PASSENGER
11147,2284,1,1,741,3.471,2,HBW,5,2,1,9,CA,1,1,1,5,9,1,5,1,1,29,1,U,U,30000,30000,BUS
11148,2284,1,2,912,0.453,2,NHB,5,2,1,9,CA,1,1,1,5,9,1,5,1,11,29,1,U,U,30000,17000,WALK
11149,2284,1,3,1743,0.127,2,NHB,5,2,1,9,CA,1,1,1,5,9,1,5,1,5,29,1,U,U,17000,17000,WALK
11150,2284,1,4,2007,3.362,2,HBO,5,2,1,9,CA,1,1,1,5,9,1,5,1,1,29,1,U,U,17000,30000,BUS
11151,2285,1,1,930,0.974,2,HBW,4,2,1,1,MD,1,1,1,1,5,1,1,1,1,48,2,C,C,3000,3000,CYCLE
11152,2285,1,2,1530,0.974,2,HBW,4,2,1,1,MD,1,1,1,1,5,1,1,1,1,48,2,C,C,3000,3000,CYCLE
11153,2285,1,3,1605,1.12,2,HBSHOP,4,2,1,1,MD,1,1,1,1,5,1,1,1,4,48,2,C,C,3000,7000,CYCLE
11154,2285,1,4,1735,0.829,2,NHB,4,2,1,1,MD,1,1,1,1,5,1,1,1,10,48,2,C,S,7000,1500,CYCLE
11155,2285,1,5,1759,0.521,2,HBSHOP,4,2,1,1,MD,1,1,1,1,5,1,1,1,4,48,2,S,C,1500,3000,CYCLE
11156,2286,1,1,700,9.264,2,HBSHOP,1,2,1,2,NY,0,1,1,3,2,1,2,2,3,49,1,U,S,17000,1500,RAIL
11157,2286,1,2,1100,7.384,2,NHB,1,2,1,2,NY,0,1,1,3,2,1,2,2,10,49,1,S,U,1500,7000,RAIL
11158,2286,1,3,1400,1.528,2,HBSHOP,1,2,1,2,NY,0,1,1,3,2,1,2,2,3,49,1,U,U,7000,17000,RAIL
11159,2286,1,4,1700,2.003,2,HBSHOP,1,2,1,2,NY,0,1,1,3,2,1,2,2,3,49,1,U,U,17000,7000,WALK
11160,2286,1,5,1745,2.003,2,HBSHOP,1,2,1,2,NY,0,1,1,3,2,1,2,2,3,49,1,U,U,7000,17000,WALK
11161,2287,1,1,1015,0.591,2,HBO,2,2,1,1,RI,0,1,1,5,1,1,3,2,5,48,2,U,U,7000,17000,RAIL
11162,2287,1,2,1045,0.392,2,NHB,2,2,1,1,RI,0,1,1,5,1,1,3,2,10,48,2,U,U,17000,17000,WALK
11163,2287,1,3,1115,0.044,2,NHB,2,2,1,1,RI,0,1,1,5,1,1,3,2,10,48,2,U,U,17000,17000,WALK
11164,2287,1,4,1120,0.237,2,HBSHOP,2,2,1,1,RI,0,1,1,5,1,1,3,2,10,48,2,U,U,17000,7000,WALK
11165,2288,1,1,1030,19.334,2,HBSHOP,6,2,1,1,GA,0,1,1,5,5,2,2,2,3,63,2,S,U,7000,7000,RAIL
11166,2288,1,2,1245,1.808,2,NHB,6,2,1,1,GA,0,1,1,5,5,2,2,2,4,63,2,U,U,7000,7000,RAIL
11167,2288,1,3,1325,0.421,2,NHB,6,2,1,1,GA,0,1,1,5,5,2,2,2,3,63,2,U,U,7000,7000,WALK
11168,2288,1,4,1345,11.688,2,HBSHOP,6,2,1,1,GA,0,1,1,5,5,2,2,2,3,63,2,U,S,7000,7000,BUS
11169,2288,1,5,1500,0.34,2,HBO,6,2,1,1,GA,0,1,1,5,5,2,2,2,4,63,2,S,S,7000,7000,WALK
11170,2288,1,6,1530,0.34,2,HBO,6,2,1,1,GA,0,1,1,5,5,2,2,2,4,63,2,S,S,7000,7000,WALK
11171,2289,1,1,1400,0.101,2,HBW,4,2,1,10,NY,0,9,1,5,2,1,5,2,1,86,1,U,U,30000,30000,WALK
11172,2289,1,2,1800,0.101,2,HBW,4,2,1,10,NY,0,9,1,5,2,1,5,2,1,86,1,U,U,30000,30000,WALK
11173,2290,1,1,1230,2.474,2,HBO,5,2,2,1,AK,2,2,2,6,9,4,3,1,4,62,2,T,R,300,300,PASSENGER
11174,2290,1,2,1250,3.165,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,3,1,3,62,2,R,T,300,3000,PASSENGER
11175,2290,1,3,1330,1.255,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,3,1,4,62,2,T,T,3000,7000,PASSENGER
11176,2290,1,4,1350,0.475,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,3,1,3,62,2,T,T,7000,7000,PASSENGER
11177,2290,1,5,1410,1.08,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,3,1,4,62,2,T,T,7000,7000,PASSENGER
11178,2290,1,6,1425,2.979,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,3,1,4,62,2,T,R,7000,300,PASSENGER
11179,2290,1,7,1450,2.856,2,HBO,5,2,2,1,AK,2,2,2,6,9,4,3,1,3,62,2,R,T,300,300,PASSENGER
11180,2290,1,8,1540,3.213,2,HBSOCREC,5,2,2,1,AK,2,2,2,6,9,4,3,1,8,62,2,T,R,300,300,RAIL
11181,2290,1,9,1710,2.189,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,3,1,11,62,2,R,T,300,300,WALK
11182,2290,1,10,1726,0.287,2,HBO,5,2,2,1,AK,2,2,2,6,9,4,3,1,8,62,2,T,T,300,300,WALK
11183,2290,2,1,700,0.287,2,HBO,5,2,2,1,AK,2,2,2,6,9,4,1,1,11,64,1,T,T,300,300,WALK
11184,2290,2,2,720,8.624,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,1,1,1,64,1,T,R,300,300,RAIL
11185,2290,2,3,1530,16.288,2,NHB,5,2,2,1,AK,2,2,2,6,9,4,1,1,11,64,1,R,T,300,300,RAIL
11186,2290,2,4,1646,0.287,2,HBO,5,2,2,1,AK,2,2,2,6,9,4,1,1,1,64,1,T,T,300,300,WALK
11187,2291,1,1,845,1.138,2,HBW,5,2,2,11,NY,2,2,1,5,2,1,4,1,1,36,1,U,U,30000,30000,BUS
11188,2291,1,2,1830,0.925,2,HBW,5,2,2,11,NY,2,2,1,5,2,1,4,1,1,36,1,U,U,30000,30000,WALK
11189,2291,1,3,1905,0.288,2,HBSOCREC,5,2,2,11,NY,2,2,1,5,2,1,4,1,10,36,1,U,U,30000,30000,WALK
11190,2291,1,4,1955,0.288,2,HBSOCREC,5,2,2,11,NY,2,2,1,5,2,1,4,1,10,36,1,U,U,30000,30000,WALK
11191,2291,1,5,2030,0.132,2,HBSHOP,5,2,2,11,NY,2,2,1,5,2,1,4,1,10,36,1,U,U,30000,30000,WALK
11192,2291,1,6,2045,0.132,2,HBSHOP,5,2,2,11,NY,2,2,1,5,2,1,4,1,10,36,1,U,U,30000,30000,WALK
11193,2291,2,1,915,0.475,2,HBW,5,2,2,11,NY,2,2,1,5,2,1,5,1,1,34,2,U,U,30000,30000,WALK
11194,2291,2,2,2330,0.475,2,HBW,5,2,2,11,NY,2,2,1,5,2,1,5,1,1,34,2,U,U,30000,30000,WALK
11195,2292,1,1,1045,0.848,2,HBO,6,1,1,2,NY,0,9,2,6,2,1,4,2,5,82,2,T,T,1500,750,PASSENGER
11196,2292,1,2,1245,0.851,2,HBO,6,1,1,2,NY,0,9,2,6,2,1,4,2,5,82,2,T,T,750,1500,PASSENGER
11197,2293,1,1,1415,1.013,2,HBO,7,2,1,2,TX,0,1,1,4,7,2,5,2,4,40,1,U,U,7000,3000,RAIL
11198,2293,1,2,1515,1.059,2,NHB,7,2,1,2,TX,0,1,1,4,7,2,5,2,4,40,1,U,U,3000,7000,RAIL
11199,2293,1,3,1550,4.58,2,NHB,7,2,1,2,TX,0,1,1,4,7,2,5,2,3,40,1,U,U,7000,7000,RAIL
11200,2293,1,4,1620,2.671,2,HBSHOP,7,2,1,2,TX,0,1,1,4,7,2,5,2,4,40,1,U,U,7000,7000,RAIL
11201,2294,1,1,1000,1.0,2,HBO,5,2,1,2,NY,0,9,1,5,2,2,1,2,6,75,2,C,C,17000,17000,WALK
11202,2294,1,2,1330,1.0,2,HBO,5,2,1,2,NY,0,9,1,5,2,2,1,2,6,75,2,C,C,17000,17000,WALK
11203,2295,1,1,800,1.224,2,HBSHOP,2,1,1,11,CA,0,9,1,3,9,1,5,2,3,75,1,S,S,7000,750,CYCLE
11204,2295,1,2,820,0.731,2,NHB,2,1,1,11,CA,0,9,1,3,9,1,5,2,8,75,1,S,C,750,7000,CYCLE
11205,2295,1,3,1800,1.006,2,NHB,2,1,1,11,CA,0,9,1,3,9,1,5,2,10,75,1,C,C,7000,17000,WALK
11206,2295,1,4,1905,1.006,2,NHB,2,1,1,11,CA,0,9,1,3,9,1,5,2,8,75,1,C,C,17000,7000,WALK
11207,2296,1,1,1800,7.249,2,HBSHOP,3,2,1,2,OK,0,9,4,6,7,1,2,2,10,78,2,R,R,300,50,PASSENGER
11208,2296,1,2,2000,6.618,2,HBSHOP,3,2,1,2,OK,0,9,4,6,7,1,2,2,10,78,2,R,R,50,300,PASSENGER
11209,2297,1,1,1440,4.279,2,HBSOCREC,1,1,1,6,NY,1,1,1,5,2,3,3,1,10,80,2,U,U,30000,30000,BUS
11210,2297,1,2,1556,3.176,2,NHB,1,1,1,6,NY,1,1,1,5,2,3,3,1,3,80,2,U,U,30000,30000,BUS
11211,2297,1,3,1715,0.03,2,NHB,1,1,1,6,NY,1,1,1,5,2,3,3,1,3,80,2,U,U,30000,30000,WALK
11212,2297,1,4,1722,1.491,2,NHB,1,1,1,6,NY,1,1,1,5,2,3,3,1,4,80,2,U,U,30000,30000,RAIL
11213,2297,1,5,1804,0.329,2,NHB,1,1,1,6,NY,1,1,1,5,2,3,3,1,3,80,2,U,U,30000,30000,WALK
11214,2297,1,6,1840,0.255,2,HBSHOP,1,1,1,6,NY,1,1,1,5,2,3,3,1,3,80,2,U,U,30000,30000,WALK
11215,2298,1,1,700,0.188,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,3,2,3,55,2,C,C,7000,7000,WALK
11216,2298,1,2,725,0.188,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,3,2,3,55,2,C,C,7000,7000,WALK
11217,2298,1,3,1400,0.188,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,3,2,3,55,2,C,C,7000,7000,WALK
11218,2298,1,4,1430,0.188,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,3,2,3,55,2,C,C,7000,7000,WALK
11219,2298,1,5,1600,0.516,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,3,2,4,55,2,C,C,7000,17000,WALK
11220,2298,1,6,1655,0.516,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,3,2,4,55,2,C,C,17000,7000,WALK
11221,2298,3,1,1300,0.188,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,-1,-1,3,13,1,C,C,7000,7000,CYCLE
11222,2298,3,2,1330,0.188,2,HBSHOP,7,2,3,3,MD,0,5,1,1,5,1,-1,-1,3,13,1,C,C,7000,7000,CYCLE
11223,2299,1,1,1300,1.0,1,HBO,7,2,2,3,CA,0,2,4,6,9,1,3,2,10,50,2,R,R,50,50,WALK
11224,2300,1,1,1031,0.846,2,HBSHOP,4,1,1,1,VA,0,1,1,5,5,1,2,2,3,53,1,S,S,1500,3000,WALK
11225,2300,1,2,1102,0.846,2,HBSHOP,4,1,1,1,VA,0,1,1,5,5,1,2,2,3,53,1,S,S,3000,1500,WALK
11226,2301,1,1,700,0.503,2,HBSOCREC,6,1,1,6,TX,0,9,1,4,7,1,2,2,8,92,1,U,U,7000,3000,WALK
11227,2301,1,2,815,0.009,2,NHB,6,1,1,6,TX,0,9,1,4,7,1,2,2,10,92,1,U,U,3000,3000,WALK
11228,2301,1,3,900,0.503,2,HBSHOP,6,1,1,6,TX,0,9,1,4,7,1,2,2,8,92,1,U,U,3000,7000,WALK
11229,2302,1,1,1340,16.41,2,HBO,3,2,1,3,CA,0,9,1,2,9,1,2,2,6,84,2,S,T,3000,300,PASSENGER
11230,2302,1,2,1600,15.746,2,NHB,3,2,1,3,CA,0,9,1,2,9,1,2,2,10,84,2,T,S,300,3000,OTHER
11231,2302,1,3,1755,0.182,2,HBSHOP,3,2,1,3,CA,0,9,1,2,9,1,2,2,6,84,2,S,S,3000,3000,PASSENGER
11232,2303,1,1,1230,0.245,2,HBSHOP,7,1,2,9,MA,1,10,1,5,1,1,5,1,4,67,1,U,U,30000,30000,WALK
11233,2303,1,2,1235,0.094,2,NHB,7,1,2,9,MA,1,10,1,5,1,1,5,1,4,67,1,U,U,30000,30000,WALK
11234,2303,1,3,1238,0.727,2,NHB,7,1,2,9,MA,1,10,1,5,1,1,5,1,10,67,1,U,U,30000,30000,DRIVE
11235,2303,1,4,1400,0.275,2,HBSHOP,7,1,2,9,MA,1,10,1,5,1,1,5,1,10,67,1,U,U,30000,30000,WALK
11236,2303,1,5,1730,0.349,2,HBSHOP,7,1,2,9,MA,1,10,1,5,1,1,5,1,10,67,1,U,U,30000,30000,WALK
11237,2303,1,6,1900,0.318,2,HBSHOP,7,1,2,9,MA,1,10,1,5,1,1,5,1,10,67,1,U,U,30000,30000,WALK
11238,2303,2,1,1730,0.349,2,HBSHOP,7,1,2,9,MA,1,10,1,5,1,1,5,2,10,73,2,U,U,30000,30000,WALK
11239,2303,2,2,1900,0.318,2,HBSHOP,7,1,2,9,MA,1,10,1,5,1,1,5,2,10,73,2,U,U,30000,30000,WALK
11240,2304,1,1,630,5.388,2,HBW,5,2,1,2,GA,1,1,1,1,5,2,2,1,1,33,1,C,S,3000,750,PASSENGER
11241,2304,1,2,1700,5.396,2,HBW,5,2,1,2,GA,1,1,1,1,5,2,2,1,1,33,1,S,C,750,3000,PASSENGER
11242,2304,1,3,1930,2.82,2,HBSHOP,5,2,1,2,GA,1,1,1,1,5,2,2,1,3,33,1,C,C,3000,7000,WALK
11243,2304,1,4,2015,2.821,2,HBSHOP,5,2,1,2,GA,1,1,1,1,5,2,2,1,3,33,1,C,C,7000,3000,WALK
11244,2305,1,1,930,1.208,2,HBW,2,2,1,5,CA,1,1,1,5,9,1,5,1,1,27,1,U,S,17000,50,WALK
11245,2305,1,2,1500,1.21,2,HBW,2,2,1,5,CA,1,1,1,5,9,1,5,1,1,27,1,S,U,50,17000,WALK
11246,2305,1,3,1550,1.741,2,HBSHOP,2,2,1,5,CA,1,1,1,5,9,1,5,1,3,27,1,U,S,17000,7000,DRIVE
11247,2305,1,4,1700,1.64,2,HBSHOP,2,2,1,5,CA,1,1,1,5,9,1,5,1,3,27,1,S,U,7000,17000,DRIVE
11248,2306,1,1,830,0.675,2,HBSHOP,2,1,2,6,NY,1,10,1,1,2,3,5,2,3,68,1,S,S,750,750,DRIVE
11249,2306,1,2,853,0.694,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,5,2,3,68,1,S,S,750,750,DRIVE
11250,2306,1,3,1010,0.873,2,HBSHOP,2,1,2,6,NY,1,10,1,1,2,3,5,2,3,68,1,S,S,750,750,DRIVE
11251,2306,1,4,1030,0.493,2,HBSHOP,2,1,2,6,NY,1,10,1,1,2,3,5,2,10,68,1,S,S,750,750,DRIVE
11252,2306,1,5,1110,0.742,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,5,2,3,68,1,S,S,750,750,DRIVE
11253,2306,1,6,1215,1.198,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,5,2,10,68,1,S,S,750,750,DRIVE
11254,2306,2,1,830,0.675,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,3,1,3,61,2,S,S,750,750,PASSENGER
11255,2306,2,2,853,0.694,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,3,1,3,61,2,S,S,750,750,PASSENGER
11256,2306,2,3,1010,0.873,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,3,1,10,61,2,S,S,750,750,PASSENGER
11257,2306,2,4,1040,2.611,2,NHB,2,1,2,6,NY,1,10,1,1,2,3,3,1,1,61,2,S,S,750,1500,DRIVE
11258,2306,2,5,1820,2.061,2,HBW,2,1,2,6,NY,1,10,1,1,2,3,3,1,1,61,2,S,S,1500,750,DRIVE
11259,2307,1,1,950,1.138,2,HBO,6,2,4,1,IL,1,4,1,5,3,2,1,1,6,28,1,C,S,1500,3000,TAXI
11260,2307,1,2,1035,1.131,2,HBO,6,2,4,1,IL,1,4,1,5,3,2,1,1,6,28,1,S,C,3000,1500,TAXI
11261,2307,4,1,1150,0.383,2,HBO,6,2,4,1,IL,1,4,1,5,3,2,-8,2,4,24,2,C,C,1500,7000,WALK
11262,2307,4,2,1208,1.175,2,NHB,6,2,4,1,IL,1,4,1,5,3,2,-8,2,3,24,2,C,C,7000,17000,RAIL
11263,2307,4,3,1255,1.456,2,HBSHOP,6,2,4,1,IL,1,4,1,5,3,2,-8,2,3,24,2,C,C,17000,1500,RAIL
11264,2307,4,4,1450,0.383,2,HBO,6,2,4,1,IL,1,4,1,5,3,2,-8,2,4,24,2,C,C,1500,7000,WALK
11265,2307,4,5,1504,0.383,2,HBO,6,2,4,1,IL,1,4,1,5,3,2,-8,2,4,24,2,C,C,7000,1500,WALK
11266,2308,1,1,820,2.056,2,HBO,2,2,2,2,NC,2,2,4,6,5,97,1,1,5,37,1,R,R,300,300,RAIL
11267,2308,1,2,1130,1.669,2,NHB,2,2,2,2,NC,2,2,4,6,5,97,1,1,1,37,1,R,R,300,300,RAIL
11268,2308,1,3,1710,0.489,2,NHB,2,2,2,2,NC,2,2,4,6,5,97,1,1,10,37,1,R,R,300,300,PASSENGER
11269,2309,1,1,1200,-9.0,1,HBSHOP,5,2,1,1,NY,0,1,2,6,2,1,2,2,10,71,2,C,C,3000,3000,WALK
11270,2309,1,2,1215,0.669,2,NHB,5,2,1,1,NY,0,1,2,6,2,1,2,2,4,71,2,C,C,3000,7000,WALK
